,customer,project,total_hours,discount%,weekday,hour,num_projects,Frontend%,Backend%,UI/UX%,DevOps%,Maintenance%,Testing%,Consulting%,Security%,class,labels
27164,27164,27164,40.0,4.87,2,20,5,18.6,33.6,5.0,6.4,20.6,1.3,0.7,13.8,full_service_partners,3
27165,27165,27165,54.0,18.96,5,14,2,17.9,21.6,13.2,9.5,3.3,15.7,10.1,8.6,backend_focused,1
27166,27166,27166,28.0,22.97,2,13,2,18.8,28.5,12.4,13.2,7.8,10.7,1.3,7.4,innovation_focused,6
27167,27167,27167,35.0,17.24,6,13,1,15.4,18.2,20.3,5.3,16.5,2.9,12.3,9.1,frontend_specialists,0
27168,27168,27168,42.0,15.03,6,19,3,24.9,18.6,9.0,15.7,13.4,4.8,0.4,13.2,devops_specialists,8
27169,27169,27169,43.0,11.83,7,19,7,20.1,32.2,12.4,10.8,0.0,13.3,10.0,1.1,backend_focused,1
27170,27170,27170,56.0,14.01,4,8,3,24.3,16.1,7.8,4.1,14.5,11.5,6.3,15.5,full_stack_enterprise,2
27171,27171,27171,39.0,4.28,7,9,1,16.6,29.0,5.4,3.3,12.5,3.3,24.4,5.5,technical_diversified,5
27172,27172,27172,56.0,16.42,7,14,2,18.5,16.6,0.0,11.9,11.9,15.7,14.1,11.4,technical_diversified,5
27173,27173,27173,51.0,23.41,1,11,2,9.6,33.1,0.1,7.4,21.8,13.0,7.2,7.7,full_service_partners,3
27174,27174,27174,43.0,8.02,4,18,1,15.6,29.9,0.1,7.0,8.6,11.4,15.5,11.7,technical_diversified,5
27175,27175,27175,31.0,15.15,1,15,2,23.8,14.5,8.2,21.4,0.0,4.3,8.5,19.3,devops_specialists,8
27176,27176,27176,56.0,14.17,2,20,4,20.3,17.5,11.8,17.6,11.1,10.8,4.7,6.3,devops_specialists,8
27177,27177,27177,31.0,17.5,7,9,2,13.2,32.5,11.8,16.9,7.5,8.5,6.1,3.6,backend_focused,1
27178,27178,27178,45.0,10.71,4,15,7,18.8,19.4,5.1,6.9,1.2,9.9,24.9,13.7,maintenance_specialists,4
27179,27179,27179,44.0,2.93,5,21,2,26.7,14.9,0.0,10.2,15.8,13.0,6.7,12.7,full_service_partners,3
27180,27180,27180,42.0,6.04,4,16,1,21.8,30.7,11.4,0.7,14.9,14.3,6.3,0.0,full_service_partners,3
27181,27181,27181,39.0,0.0,2,17,3,26.1,14.0,16.7,11.2,16.9,4.4,1.1,9.6,full_service_partners,3
27182,27182,27182,33.0,21.21,2,17,2,27.0,17.7,4.5,4.3,12.5,15.6,8.8,9.7,security_focused,7
27183,27183,27183,21.0,18.18,1,8,4,27.1,27.4,13.1,0.0,12.3,7.0,4.3,8.8,innovation_focused,6
27184,27184,27184,66.0,14.88,4,19,7,15.5,17.6,6.7,13.3,5.4,11.4,9.2,21.0,full_stack_enterprise,2
27185,27185,27185,38.0,9.42,2,18,7,16.8,27.2,6.3,17.4,7.2,15.5,3.6,6.0,backend_focused,1
27186,27186,27186,43.0,13.7,4,13,4,14.7,15.1,0.0,5.9,7.0,20.7,17.7,18.9,security_focused,7
27187,27187,27187,43.0,14.77,3,11,4,21.5,19.6,0.0,8.6,12.7,3.0,25.2,9.4,technical_diversified,5
27188,27188,27188,61.0,10.83,2,13,4,32.3,20.6,3.2,3.0,15.7,6.6,12.6,6.0,backend_infrastructure,9
27189,27189,27189,74.0,11.13,1,15,5,11.6,29.9,3.9,10.9,24.2,11.8,3.4,4.3,full_service_partners,3
27190,27190,27190,47.0,25.48,7,20,7,22.2,23.4,14.6,0.8,12.4,2.3,10.1,14.2,maintenance_specialists,4
27191,27191,27191,43.0,4.99,7,15,3,15.1,17.2,12.7,6.5,11.4,14.6,13.4,9.0,technical_diversified,5
27192,27192,27192,28.0,22.94,7,21,5,12.5,17.4,13.5,17.1,14.0,0.8,17.7,7.1,innovation_focused,6
27193,27193,27193,23.0,2.08,1,15,7,21.1,27.4,0.0,2.5,12.6,23.7,1.9,10.8,security_focused,7
27194,27194,27194,18.0,27.86,5,18,1,23.5,18.5,7.3,10.3,6.9,15.6,13.5,4.3,innovation_focused,6
27195,27195,27195,33.0,0.0,2,10,7,22.5,13.2,6.1,7.2,22.3,18.2,6.1,4.4,full_service_partners,3
27197,27197,27197,61.0,9.73,6,19,7,18.3,6.5,6.4,13.7,13.8,14.9,12.8,13.7,security_focused,7
27198,27198,27198,51.0,13.66,6,20,7,20.1,30.1,20.5,2.8,0.1,6.2,13.7,6.5,frontend_specialists,0
27199,27199,27199,41.0,13.92,5,12,2,19.1,24.8,0.0,17.3,2.2,4.4,12.8,19.4,full_stack_enterprise,2
27200,27200,27200,62.0,19.84,6,13,2,15.1,12.8,6.3,9.8,12.3,16.0,7.9,19.8,full_stack_enterprise,2
27201,27201,27201,29.0,0.0,1,9,5,8.0,23.7,3.1,13.1,9.9,4.3,24.2,13.7,maintenance_specialists,4
27202,27202,27202,33.0,14.75,2,16,7,10.9,11.7,18.6,8.1,8.4,15.1,7.7,19.4,full_stack_enterprise,2
27204,27204,27204,57.0,9.71,4,21,7,23.3,23.0,0.0,5.3,11.7,14.1,6.9,15.7,full_stack_enterprise,2
27205,27205,27205,33.0,14.11,6,8,6,24.8,13.8,10.4,7.8,16.3,13.8,10.2,3.0,security_focused,7
27206,27206,27206,45.0,9.69,2,19,6,13.4,14.7,10.0,17.8,6.0,9.0,12.2,16.9,devops_specialists,8
27207,27207,27207,60.0,19.44,5,15,3,18.3,20.9,4.8,6.8,10.4,11.5,19.1,8.3,technical_diversified,5
27208,27208,27208,66.0,17.91,2,10,6,18.1,7.7,8.3,9.7,22.2,15.7,11.6,6.6,full_service_partners,3
27209,27209,27209,45.0,16.74,1,21,3,8.4,24.1,10.2,9.0,13.9,3.6,15.7,15.2,maintenance_specialists,4
27210,27210,27210,51.0,20.3,1,12,5,6.4,17.2,8.3,19.8,2.5,26.3,13.0,6.5,backend_focused,1
27211,27211,27211,31.0,24.98,6,18,1,23.9,14.9,9.6,9.4,23.8,8.8,6.7,3.0,full_service_partners,3
27212,27212,27212,70.0,7.07,1,19,2,19.0,9.7,8.7,6.1,15.1,13.2,11.7,16.5,full_stack_enterprise,2
27213,27213,27213,43.0,32.78,4,13,7,17.3,24.0,0.0,8.8,15.9,15.7,12.7,5.7,maintenance_specialists,4
27214,27214,27214,46.0,18.14,2,20,5,10.3,24.8,14.2,11.0,8.3,6.7,16.6,7.9,maintenance_specialists,4
27215,27215,27215,39.0,10.99,1,17,5,26.1,22.1,2.2,5.0,9.6,9.8,14.3,10.9,backend_infrastructure,9
27216,27216,27216,63.0,33.4,1,14,6,15.1,15.4,15.1,6.3,21.0,7.5,19.6,0.0,maintenance_specialists,4
27217,27217,27217,48.0,11.68,3,12,7,4.6,22.4,8.4,14.8,16.0,11.2,13.6,9.0,maintenance_specialists,4
27218,27218,27218,56.0,5.31,7,12,3,21.3,22.7,9.3,21.3,0.0,10.7,2.0,12.8,devops_specialists,8
27219,27219,27219,50.0,10.92,1,13,5,20.4,16.2,13.4,20.0,8.3,12.1,3.1,6.4,devops_specialists,8
27220,27220,27220,42.0,10.54,5,19,5,17.8,24.1,9.8,2.0,17.8,10.4,14.7,3.4,maintenance_specialists,4
27221,27221,27221,59.0,23.68,1,8,4,12.6,28.9,17.6,10.1,5.4,3.8,14.4,7.1,frontend_specialists,0
27222,27222,27222,50.0,14.1,5,12,3,17.3,18.4,1.5,0.0,13.1,20.0,18.7,11.0,technical_diversified,5
27223,27223,27223,31.0,15.8,6,19,1,23.1,15.0,20.3,2.7,12.5,7.1,10.8,8.5,frontend_specialists,0
27224,27224,27224,30.0,15.51,4,13,2,15.6,26.1,12.1,10.0,9.2,11.6,8.4,7.1,innovation_focused,6
27225,27225,27225,47.0,24.33,6,12,1,10.9,22.3,17.1,8.3,7.8,12.4,10.4,11.0,frontend_specialists,0
27226,27226,27226,59.0,12.42,4,11,3,11.9,33.3,9.9,3.3,15.5,2.9,6.2,16.9,full_stack_enterprise,2
27227,27227,27227,70.0,13.36,2,10,1,16.5,22.5,4.3,19.3,12.1,10.4,7.3,7.7,backend_focused,1
27228,27228,27228,18.0,9.49,3,15,5,23.7,20.5,16.8,1.6,6.0,2.8,17.0,11.8,innovation_focused,6
27229,27229,27229,45.0,11.63,2,15,1,17.4,18.3,5.8,11.6,15.1,10.5,15.7,5.6,technical_diversified,5
27230,27230,27230,52.0,19.2,1,14,4,24.6,19.6,11.7,2.4,19.1,5.9,7.7,9.0,full_service_partners,3
27231,27231,27231,49.0,20.83,7,21,3,27.5,16.9,9.6,16.4,0.1,7.5,12.5,9.4,devops_specialists,8
27232,27232,27232,60.0,28.6,4,19,7,23.6,15.2,19.1,8.0,15.0,15.5,1.0,2.7,security_focused,7
27233,27233,27233,55.0,14.17,5,10,7,35.0,35.0,13.8,0.0,1.2,2.8,8.8,3.4,backend_infrastructure,9
27234,27234,27234,30.0,12.89,2,10,5,21.0,9.7,12.5,10.5,18.9,13.5,6.8,7.1,innovation_focused,6
27235,27235,27235,30.0,18.18,7,16,1,19.9,19.4,19.1,17.2,1.3,5.1,11.4,6.6,frontend_specialists,0
27236,27236,27236,50.0,11.25,4,10,5,19.1,43.2,0.0,0.0,11.0,11.3,5.4,9.9,backend_infrastructure,9
27237,27237,27237,60.0,9.87,5,19,7,22.6,15.6,12.7,11.4,8.2,12.0,8.7,8.7,security_focused,7
27238,27238,27238,47.0,17.59,5,8,7,18.1,31.3,4.5,18.7,0.0,6.1,7.4,13.9,backend_focused,1
27239,27239,27239,21.0,11.87,1,14,4,34.1,14.4,0.0,8.5,12.5,8.2,11.3,11.0,innovation_focused,6
27240,27240,27240,29.0,12.68,2,8,5,16.2,10.4,14.2,16.1,15.5,12.8,3.2,11.7,innovation_focused,6
27241,27241,27241,55.0,19.85,6,16,2,32.7,37.0,0.0,2.3,0.9,4.5,10.8,11.8,backend_infrastructure,9
27242,27242,27242,40.0,17.48,5,14,6,23.6,21.0,6.9,5.0,14.1,6.5,11.4,11.4,maintenance_specialists,4
27243,27243,27243,47.0,31.0,4,10,6,27.0,17.1,0.0,1.7,10.4,2.2,29.9,11.6,maintenance_specialists,4
27244,27244,27244,61.0,22.37,2,19,4,22.4,11.5,1.8,18.8,4.6,14.0,14.1,12.7,devops_specialists,8
27245,27245,27245,27.0,8.86,1,12,4,20.3,28.8,6.9,11.4,11.0,10.3,9.4,1.8,innovation_focused,6
27246,27246,27246,39.0,11.8,1,14,3,21.5,31.1,7.1,1.6,10.0,5.1,14.1,9.5,backend_infrastructure,9
27247,27247,27247,37.0,4.02,4,20,3,8.7,16.8,16.9,10.9,13.3,12.3,4.0,17.1,full_stack_enterprise,2
27248,27248,27248,50.0,7.22,6,8,3,19.2,18.5,22.7,9.2,4.4,5.4,4.7,15.9,frontend_specialists,0
27249,27249,27249,57.0,25.1,5,17,2,9.7,23.2,0.0,15.7,17.2,12.5,17.0,4.6,full_service_partners,3
27250,27250,27250,23.0,12.78,1,14,5,33.6,15.8,6.0,11.0,10.8,0.1,22.4,0.4,innovation_focused,6
27251,27251,27251,45.0,3.91,1,21,2,22.8,23.8,4.6,6.1,3.5,22.4,16.7,0.0,technical_diversified,5
27252,27252,27252,58.0,0.0,5,13,1,22.0,18.1,6.1,12.7,7.9,4.9,14.8,13.6,technical_diversified,5
27254,27254,27254,44.0,8.58,5,11,3,22.4,21.3,7.8,4.6,5.2,13.5,20.2,5.1,technical_diversified,5
27255,27255,27255,27.0,15.03,3,8,2,24.9,17.6,12.4,18.0,5.0,7.3,0.0,14.6,innovation_focused,6
27256,27256,27256,35.0,11.83,3,17,2,12.0,16.6,4.0,15.0,13.8,17.9,5.1,15.6,backend_focused,1
27258,27258,27258,66.0,7.51,5,11,3,21.7,4.9,16.8,7.5,17.5,18.7,10.4,2.4,security_focused,7
27259,27259,27259,40.0,24.81,4,13,7,18.5,18.8,20.9,14.9,6.7,0.4,19.8,0.0,maintenance_specialists,4
27260,27260,27260,33.0,13.91,1,9,1,21.0,28.2,11.9,0.0,19.9,5.6,7.1,6.1,full_service_partners,3
27261,27261,27261,50.0,18.67,2,20,3,23.7,15.6,18.5,13.4,9.8,6.7,4.6,7.6,frontend_specialists,0
27262,27262,27262,29.0,10.84,6,9,3,12.1,22.7,13.3,9.1,14.3,16.7,1.9,10.0,backend_focused,1
27263,27263,27263,28.0,23.14,3,18,5,21.7,14.7,14.6,6.0,13.0,12.6,9.6,7.9,innovation_focused,6
27264,27264,27264,68.0,4.38,7,18,5,19.4,26.3,6.9,5.2,11.7,0.0,18.8,11.6,maintenance_specialists,4
27265,27265,27265,72.0,5.13,7,14,3,21.7,20.7,24.7,12.9,1.0,6.6,0.0,12.4,frontend_specialists,0
27266,27266,27266,36.0,7.24,6,8,3,21.6,26.2,9.7,13.4,16.0,0.0,10.6,2.6,full_service_partners,3
27267,27267,27267,61.0,24.41,3,21,2,12.8,8.4,10.6,8.5,9.3,18.3,11.5,20.6,full_stack_enterprise,2
27268,27268,27268,50.0,13.1,5,14,5,15.4,17.5,9.0,10.6,13.8,7.3,9.8,16.7,full_stack_enterprise,2
27269,27269,27269,24.0,7.41,7,18,5,27.0,21.8,7.8,17.9,0.0,0.0,12.7,12.7,innovation_focused,6
27270,27270,27270,31.0,13.43,7,9,4,17.2,25.2,5.6,18.3,11.7,2.5,8.0,11.5,devops_specialists,8
27271,27271,27271,68.0,16.38,5,18,3,24.8,16.8,24.0,9.0,6.5,8.5,3.8,6.7,frontend_specialists,0
27272,27272,27272,24.0,6.38,5,21,6,23.6,17.0,10.9,0.0,16.8,20.4,11.3,0.0,security_focused,7
27273,27273,27273,79.0,16.28,7,16,4,25.9,17.6,12.4,11.1,16.3,10.2,0.0,6.5,full_service_partners,3
27274,27274,27274,36.0,13.91,2,20,3,20.2,23.8,5.9,0.0,14.3,8.0,18.2,9.6,technical_diversified,5
27275,27275,27275,69.0,10.95,3,14,7,19.8,20.9,12.2,10.8,5.0,12.4,16.0,2.9,maintenance_specialists,4
27276,27276,27276,40.0,4.87,6,16,6,24.5,14.1,12.8,8.1,11.8,3.1,7.9,17.7,full_stack_enterprise,2
27277,27277,27277,57.0,22.11,2,16,6,28.3,15.1,8.3,7.7,17.3,17.9,4.4,1.0,security_focused,7
27278,27278,27278,66.0,11.25,1,15,5,18.4,24.5,0.0,13.4,6.2,8.4,8.6,20.5,full_stack_enterprise,2
27279,27279,27279,66.0,0.0,2,9,7,22.7,9.0,12.9,12.4,13.1,6.9,13.0,10.1,maintenance_specialists,4
27280,27280,27280,36.0,17.85,4,13,2,16.3,24.6,18.2,19.7,1.2,3.4,9.0,7.6,frontend_specialists,0
27281,27281,27281,32.0,18.05,3,21,6,16.2,19.3,5.9,5.0,8.4,15.4,7.0,22.9,full_stack_enterprise,2
27282,27282,27282,44.0,22.46,2,17,3,13.1,13.4,9.2,9.1,18.1,13.3,8.9,14.9,full_service_partners,3
27283,27283,27283,25.0,18.31,6,11,7,19.6,24.7,0.0,11.0,10.7,10.7,11.7,11.6,innovation_focused,6
27284,27284,27284,49.0,16.11,3,13,3,28.5,18.4,0.9,17.9,1.9,7.4,16.4,8.6,devops_specialists,8
27285,27285,27285,33.0,11.11,5,18,3,28.6,13.2,1.7,16.7,11.0,9.3,15.3,4.1,devops_specialists,8
27286,27286,27286,61.0,11.13,2,20,4,30.5,30.2,14.2,8.5,0.0,10.0,3.7,2.9,backend_infrastructure,9
27287,27287,27287,36.0,20.41,3,11,4,15.4,15.0,7.6,7.6,16.7,12.0,10.8,14.8,full_service_partners,3
27288,27288,27288,19.0,13.75,2,9,3,19.2,30.5,6.1,9.1,15.8,0.0,4.9,14.4,innovation_focused,6
27289,27289,27289,66.0,3.5,2,20,2,24.3,15.9,2.7,8.6,9.3,13.0,15.3,11.0,technical_diversified,5
27290,27290,27290,48.0,12.25,2,17,1,31.1,7.5,1.9,10.6,16.2,19.6,12.2,0.8,security_focused,7
27291,27291,27291,45.0,14.57,4,14,1,20.5,10.6,2.0,15.4,15.5,16.6,14.6,4.8,technical_diversified,5
27292,27292,27292,61.0,0.0,4,18,5,15.0,22.7,9.4,7.7,8.1,19.5,9.1,8.5,backend_focused,1
27293,27293,27293,58.0,20.97,2,16,4,28.8,11.9,5.1,12.4,11.5,6.0,13.5,10.8,devops_specialists,8
27294,27294,27294,34.0,15.01,7,20,2,18.0,10.5,7.7,7.7,20.0,13.4,15.2,7.5,full_service_partners,3
27295,27295,27295,38.0,4.1,2,12,5,19.9,19.0,16.8,7.1,12.4,11.0,13.9,0.0,frontend_specialists,0
27296,27296,27296,28.0,12.62,3,11,7,15.2,17.9,12.2,9.9,10.1,16.0,7.1,11.6,innovation_focused,6
27297,27297,27297,23.0,14.18,5,20,3,12.1,20.7,8.2,16.6,13.6,9.9,8.5,10.4,innovation_focused,6
27298,27298,27298,54.0,22.57,1,14,3,26.4,22.0,15.8,3.5,6.3,0.0,13.2,12.8,frontend_specialists,0
27299,27299,27299,51.0,22.34,5,12,5,15.5,18.7,7.3,15.3,12.5,12.3,11.7,6.8,maintenance_specialists,4
27300,27300,27300,56.0,23.62,3,17,3,18.3,23.2,16.7,13.4,4.6,10.2,7.7,5.9,frontend_specialists,0
27301,27301,27301,64.0,18.01,4,18,2,20.3,28.2,9.8,11.2,13.7,1.4,3.8,11.6,full_service_partners,3
27302,27302,27302,57.0,9.77,3,19,7,10.4,35.9,20.2,13.3,3.2,2.4,7.2,7.4,backend_focused,1
27303,27303,27303,58.0,7.74,3,15,4,21.1,26.3,8.2,8.4,10.0,11.2,10.0,4.8,backend_focused,1
27305,27305,27305,40.0,14.47,6,11,5,36.0,33.8,0.0,6.5,7.0,0.0,0.0,16.7,backend_infrastructure,9
27306,27306,27306,59.0,14.8,7,11,5,29.3,14.6,12.5,9.6,6.3,5.9,0.0,21.8,full_stack_enterprise,2
27307,27307,27307,27.0,23.23,5,18,4,24.3,21.3,4.8,12.1,5.7,13.8,2.7,15.2,innovation_focused,6
27308,27308,27308,46.0,12.97,7,18,7,20.1,18.0,13.6,10.1,11.2,9.4,9.3,8.1,maintenance_specialists,4
27309,27309,27309,53.0,0.0,4,21,1,23.4,14.2,8.3,4.0,15.0,21.5,5.5,8.0,security_focused,7
27310,27310,27310,52.0,5.46,3,14,4,25.0,23.8,3.6,8.9,8.9,15.7,10.3,3.8,backend_infrastructure,9
27311,27311,27311,51.0,7.19,1,8,4,20.8,18.1,10.5,11.7,0.0,2.5,10.5,25.9,full_stack_enterprise,2
27312,27312,27312,54.0,7.19,3,17,5,19.4,14.9,5.5,14.2,16.4,7.8,11.8,10.1,full_service_partners,3
27313,27313,27313,48.0,0.0,7,10,6,16.9,18.2,1.7,2.6,11.5,20.0,15.3,13.8,security_focused,7
27314,27314,27314,23.0,27.56,3,19,3,16.6,20.9,9.6,12.2,3.4,13.1,11.6,12.6,innovation_focused,6
27315,27315,27315,53.0,0.0,5,15,4,18.3,31.5,15.5,6.0,24.3,2.2,0.0,2.2,full_service_partners,3
27316,27316,27316,49.0,10.41,5,19,6,24.3,6.0,8.0,2.0,19.6,19.0,6.8,14.4,security_focused,7
27317,27317,27317,23.0,20.27,7,11,5,19.8,24.7,9.7,8.3,4.3,9.4,13.6,10.3,innovation_focused,6
27318,27318,27318,66.0,19.72,1,17,4,23.5,22.0,13.0,8.5,0.1,14.9,6.0,12.1,security_focused,7
27319,27319,27319,53.0,3.24,3,21,2,18.5,18.1,16.2,4.3,4.5,17.6,20.2,0.5,technical_diversified,5
27320,27320,27320,24.0,24.65,3,20,3,20.8,18.6,5.0,3.2,11.5,19.9,12.1,8.9,innovation_focused,6
27321,27321,27321,33.0,23.49,3,16,5,23.9,19.3,9.1,16.2,7.7,11.9,1.6,10.3,devops_specialists,8
27322,27322,27322,37.0,13.55,7,19,2,24.5,4.7,18.5,16.1,9.7,13.4,11.5,1.6,devops_specialists,8
27323,27323,27323,37.0,15.22,2,8,2,13.4,22.1,4.4,9.3,10.0,14.0,8.3,18.5,full_stack_enterprise,2
27324,27324,27324,49.0,7.69,2,12,5,24.9,21.7,9.8,13.6,7.6,7.6,3.0,11.8,backend_infrastructure,9
27325,27325,27325,30.0,17.02,3,8,5,17.9,24.6,11.4,9.5,1.5,11.5,15.7,7.9,innovation_focused,6
27326,27326,27326,62.0,16.81,7,9,6,23.7,16.0,10.3,3.4,11.1,3.9,20.9,10.8,maintenance_specialists,4
27327,27327,27327,61.0,11.11,5,9,2,15.8,13.6,14.0,23.0,19.8,8.6,0.0,5.2,devops_specialists,8
27328,27328,27328,54.0,20.16,7,13,5,16.2,27.0,9.1,10.9,0.0,14.0,8.3,14.5,backend_focused,1
27329,27329,27329,46.0,17.65,1,13,2,20.3,13.7,11.1,10.6,16.1,10.5,15.3,2.4,technical_diversified,5
27330,27330,27330,59.0,40.0,6,19,1,34.2,36.1,2.7,0.0,2.2,8.1,5.1,11.6,backend_infrastructure,9
27331,27331,27331,41.0,7.79,6,16,3,17.2,12.0,10.5,8.8,19.1,9.7,5.1,17.5,full_service_partners,3
27332,27332,27332,34.0,25.66,5,10,1,9.9,28.4,0.3,15.9,13.6,7.1,13.8,11.0,backend_focused,1
27333,27333,27333,63.0,8.18,7,20,6,38.9,26.5,12.4,0.0,6.8,1.7,3.3,10.4,backend_infrastructure,9
27334,27334,27334,50.0,19.22,1,17,2,14.8,11.7,19.4,11.3,18.1,6.8,12.8,5.1,frontend_specialists,0
27335,27335,27335,35.0,0.0,4,9,6,15.1,21.8,23.0,0.0,14.3,16.0,8.3,1.5,frontend_specialists,0
27336,27336,27336,39.0,10.9,6,20,5,24.7,23.6,19.4,12.7,11.9,3.1,1.7,2.8,frontend_specialists,0
27337,27337,27337,34.0,18.78,3,10,4,19.2,19.6,15.7,21.1,3.1,13.3,8.1,0.0,devops_specialists,8
27338,27338,27338,75.0,16.92,7,18,3,28.1,19.9,12.1,1.4,5.4,10.2,10.5,12.4,backend_infrastructure,9
27339,27339,27339,45.0,0.0,3,11,5,20.0,18.8,3.8,6.0,5.4,19.7,13.9,12.5,security_focused,7
27340,27340,27340,47.0,11.7,2,20,5,16.8,18.6,17.4,21.0,8.9,5.5,11.8,0.0,devops_specialists,8
27341,27341,27341,56.0,26.81,7,13,2,22.3,22.9,11.2,7.8,15.1,3.0,10.6,7.1,full_service_partners,3
27342,27342,27342,27.0,23.23,4,18,2,25.0,18.7,23.8,5.5,5.0,1.3,9.9,10.7,frontend_specialists,0
27343,27343,27343,61.0,22.68,6,15,7,22.0,21.8,15.3,13.8,0.0,4.0,6.3,16.8,full_stack_enterprise,2
27344,27344,27344,36.0,33.82,6,10,3,22.1,11.5,20.6,0.7,10.4,16.2,13.2,5.4,security_focused,7
27345,27345,27345,72.0,1.04,2,17,6,22.4,19.0,15.3,3.4,10.5,0.9,8.5,20.0,full_stack_enterprise,2
27346,27346,27346,40.0,11.84,5,16,2,19.8,20.1,9.2,15.0,0.0,9.9,12.5,13.4,technical_diversified,5
27347,27347,27347,61.0,15.25,6,12,3,30.8,14.6,15.1,0.1,16.3,5.0,13.7,4.4,frontend_specialists,0
27349,27349,27349,27.0,16.0,1,12,4,12.9,22.3,8.7,4.4,11.7,9.1,19.6,11.3,innovation_focused,6
27350,27350,27350,41.0,25.41,3,15,4,12.0,24.7,12.0,20.1,3.5,14.6,3.6,9.5,backend_focused,1
27352,27352,27352,54.0,0.0,4,14,4,23.9,23.0,5.8,2.7,0.0,15.7,10.9,18.0,full_stack_enterprise,2
27353,27353,27353,50.0,20.42,3,19,1,25.0,19.7,10.5,13.7,2.3,16.5,0.6,11.7,security_focused,7
27354,27354,27354,30.0,14.88,5,9,4,24.3,14.2,2.4,0.0,18.1,23.6,6.2,11.2,security_focused,7
27355,27355,27355,45.0,0.0,7,14,3,19.4,32.5,9.6,0.0,9.2,3.7,4.5,21.0,full_stack_enterprise,2
27356,27356,27356,57.0,10.08,4,19,2,21.9,30.4,6.5,4.0,3.8,19.2,3.9,10.5,backend_focused,1
27358,27358,27358,26.0,12.7,1,17,4,24.4,14.3,4.4,17.6,11.6,6.8,9.1,11.9,innovation_focused,6
27359,27359,27359,40.0,10.97,4,12,6,27.2,8.3,2.3,15.6,10.9,18.1,3.5,14.0,security_focused,7
27360,27360,27360,45.0,2.8,6,10,6,23.9,17.2,15.9,15.5,10.8,0.0,11.3,5.4,devops_specialists,8
27361,27361,27361,44.0,17.01,3,16,3,21.6,13.8,18.7,7.3,0.0,12.5,10.0,16.0,frontend_specialists,0
27362,27362,27362,58.0,6.34,1,9,5,20.7,25.9,6.8,8.1,11.2,11.6,7.9,7.8,backend_focused,1
27363,27363,27363,52.0,25.59,5,13,5,25.8,13.8,0.0,9.5,12.4,14.5,12.1,11.8,security_focused,7
27364,27364,27364,55.0,16.35,3,13,1,11.2,22.7,5.4,11.2,9.7,18.0,10.4,11.5,backend_focused,1
27365,27365,27365,24.0,12.91,4,12,4,15.9,20.2,9.6,14.0,5.5,6.2,18.3,10.5,innovation_focused,6
27366,27366,27366,47.0,25.03,1,20,3,18.0,9.1,22.8,17.0,0.0,2.8,15.4,14.8,frontend_specialists,0
27367,27367,27367,40.0,17.08,1,15,3,19.1,24.8,3.1,9.9,11.9,23.0,4.1,4.0,backend_focused,1
27368,27368,27368,67.0,17.77,2,13,2,15.7,21.8,4.5,18.4,3.5,13.6,8.5,13.8,backend_focused,1
27369,27369,27369,48.0,14.48,2,20,3,6.4,28.3,3.0,21.8,14.4,11.9,3.6,10.7,backend_focused,1
27370,27370,27370,35.0,12.49,3,10,3,16.4,4.7,12.6,8.6,5.7,19.3,24.7,7.9,technical_diversified,5
27371,27371,27371,58.0,18.23,3,12,6,23.6,28.9,6.6,12.8,6.1,1.6,11.0,9.3,backend_infrastructure,9
27372,27372,27372,53.0,27.19,4,10,7,17.0,23.5,0.0,10.9,21.5,6.8,10.6,9.7,maintenance_specialists,4
27373,27373,27373,33.0,0.0,4,9,4,9.5,9.0,9.3,17.4,11.9,20.4,4.8,17.6,backend_focused,1
27374,27374,27374,40.0,29.95,4,19,3,17.9,22.6,9.3,8.5,17.3,5.4,16.7,2.4,maintenance_specialists,4
27375,27375,27375,40.0,6.94,2,8,6,11.8,15.4,9.7,15.4,15.4,8.2,7.0,17.2,full_stack_enterprise,2
27376,27376,27376,63.0,16.54,1,16,1,22.2,14.9,8.1,12.6,14.9,8.0,11.3,7.8,full_service_partners,3
27377,27377,27377,48.0,1.26,1,17,5,31.5,19.7,3.1,10.1,5.7,13.0,10.8,6.0,backend_infrastructure,9
27378,27378,27378,56.0,26.93,4,15,4,32.7,29.3,5.2,7.7,3.6,3.6,2.6,15.3,backend_infrastructure,9
27379,27379,27379,38.0,3.94,2,9,5,23.3,19.4,8.8,6.5,5.2,21.4,2.9,12.5,security_focused,7
27380,27380,27380,50.0,23.98,4,15,4,19.6,26.7,9.6,0.0,13.9,13.6,13.0,3.6,maintenance_specialists,4
27381,27381,27381,65.0,13.07,5,12,5,17.4,23.6,0.9,18.3,12.2,11.9,11.7,3.9,devops_specialists,8
27382,27382,27382,40.0,13.7,3,20,6,19.0,20.9,0.0,10.7,12.8,13.8,14.1,8.6,maintenance_specialists,4
27383,27383,27383,47.0,4.93,2,9,1,25.2,15.2,25.1,2.7,11.8,0.0,5.4,14.6,frontend_specialists,0
27384,27384,27384,25.0,24.75,1,16,5,18.0,21.0,10.9,8.1,20.1,5.8,0.4,15.7,innovation_focused,6
27385,27385,27385,34.0,13.82,5,9,5,11.4,27.5,8.9,11.9,13.7,13.9,3.1,9.5,backend_focused,1
27386,27386,27386,40.0,20.74,3,12,3,14.4,24.0,0.0,7.2,11.0,14.7,15.5,13.2,technical_diversified,5
27387,27387,27387,29.0,0.0,3,9,2,21.9,12.1,12.3,20.9,0.4,17.1,8.8,6.4,devops_specialists,8
